School_group,Major_cat,School,Major,Year,Gender,Age,Close_friend,Closefriend_inout,GPAX,Health_status,Health_status_iden,Family_type,Recieve_care,Recieve_care_other,Family_income,Family_income_enough,Studen_income,Student_income_enough,Dormitory,Relation_fam,Relation_friend,Relation_aj,Feel_uni_1,Feel_uni_2,Feel_uni_3,Feel_uni_4,Feel_uni_5,Feel_uni_6,Feel_envi_7,Feel_envi_8,Feel_envi_9,Feel_envi_10,Feel_envi_11,Feel_envi_12,Feel_envi_13,Feel_envi_14,Relax_activity,Problem,Problem_study,Problem_love,Problem_adjust,Problem_econ,Problem_other,Attitude,Attitude_iden,Learning_style_1,Learning_style_2,Learning_style_3,Learning_style_4,Learning_style_5,Learning_style_6,Learning_style_7,Learning_style_8,Learning_style_9,Learning_style_10,Learning_style_11,Learning_style_12,Learning_style_13,Learning_style_14,Learning_style_15,Learning_style_16,Learning_style_17,Learning_style_18,Learning_style_19,Learning_style_20,Learning_style_21,Learning_style_22,Learning_style_23,Learning_style_24,Learning_style_25,Learning_style_26,Learning_style_27,Learning_style_28,Learning_style_29,Learning_style_30
1,1.00,การจัดการ,การจัดการการท่องเที่ยว,2,1,20,5,1,2.76,1,,1,2,,999,1,6000,1,2,5,5,3,3,0,1,1,2,2,1,2,1,2,2,2,4,4,#NULL!,1,0,0,1,0,1,2.0,,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,4
1,1.00,การจัดการ,บริหารธุรกิจ,4,1,23,5,1,2.25,1,,2,2,,999,3,9000,1,2,2,0,3,2,0,0,0,0,-4,0,0,0,0,-1,2,4,4,#NULL!,1,0,0,0,1,1,1.0,,3,4,4,4,4,3,5,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4
1,1.00,การจัดการ,โลจิสติกส์เเละโซ่อุปทาน,3,1,20,4,1,3.08,1,,2,1,,18000,2,5000,2,2,5,2,-2,3,999,3,4,3,999,2,3,999,3,3,1,4,4,#NULL!,1,1,0,1,0,0,1.0,,3,4,2,2,2,4,5,3,4,2,3,4,3,3,5,3,4,3,5,3,4,5,4,2,3,3,4,5,2,4
1,1.00,การจัดการ,บริหารธุรกิจ,2,0,19,1,1,2.18,1,,2,1,,999,3,9000,1,2,2,2,2,3,3,3,0,4,2,4,4,999,5,-1,1,4,4,#NULL!,1,1,0,0,0,0,2.0,ท้าทายดีครับ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1.00,การจัดการ,การจัดการการท่องเที่ยว,2,0,21,2,1,2.50,1,,1,2,,9000,2,2500,2,2,3,1,2,3,2,2,-1,2,2,2,2,2,-1,-1,1,4,4,#NULL!,1,1,0,1,0,1,2.0,,2,4,4,4,3,4,4,4,3,4,3,4,5,3,3,3,3,3,3,3,3,4,3,3,3,4,5,3,3,4
1,1.00,การจัดการ,โลจิสติกส์และห่วงโซ่อุปทาน,4,1,21,5,1,2.93,1,,2,1,,65000,1,9000,1,2,5,4,4,3,-4,1,2,1,0,2,-1,3,3,3,0,4,4,#NULL!,1,1,1,0,0,0,2.0,เป็นที่ต้องการในตลาดแรงงาน,4,3,4,4,4,4,4,2,3,4,3,5,4,5,5,4,5,5,4,4,4,5,2,4,4,2,3,4,3,4
1,1.00,การจัดการ,abm,3,1,20,1,1,3.70,1,,2,1,,999,3,7500,2,2,4,1,0,1,0,2,999,4,999,3,2,1,-2,-1,0,4,4,#NULL!,1,1,0,0,1,0,1.0,,2,4,4,5,4,3,5,2,3,1,2,2,1,2,3,3,4,1,4,3,5,3,5,2,1,4,1,1,3,1
1,1.00,การจัดการ,การบัญชี,4,1,21,2,1,3.01,1,,2,1,,70000,1,12000,1,2,5,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,#NULL!,1,1,1,0,0,0,2.0,รักสาขาบัญชี,5,5,3,3,3,4,5,5,5,5,5,5,5,4,4,4,4,3,4,3,4,5,5,5,5,5,4,4,5,5
1,1.00,การจัดการ,โลจิสติกส์และโซ่อุปทาน,3,1,21,1,2,3.50,1,,2,1,,19000,1,7000,1,2,5,3,1,4,3,5,4,5,3,2,-5,999,0,-4,1,-3,4,#NULL!,1,1,0,0,1,1,1.0,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,1.00,การจัดการ,โลจิสติกส์และโซ่อุปทาน,3,1,21,1,2,3.50,1,,2,1,,19000,1,7000,1,2,5,3,1,4,3,5,4,5,3,2,-5,999,0,-4,1,-3,4,#NULL!,1,1,0,0,1,1,1.0,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,1.00,การจัดการ,บริหาร,2,1,18,3,1,2.50,1,,2,1,,999,3,4800,2,2,5,4,0,3,-1,4,4,2,3,2,-1,999,3,-5,999,3,4,#NULL!,1,1,0,1,1,0,2.0,วิชาชีพที่ชอบ,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,1.00,การจัดการ,การบัญชี,3,1,20,3,1,2.90,1,,2,1,,50000,1,6000,1,1,4,3,0,3,3,3,3,4,3,4,3,4,4,4,999,3,4,#NULL!,1,1,0,0,1,0,1.0,,3,4,5,5,5,1,5,2,3,5,2,4,1,1,4,4,4,1,5,5,4,5,5,4,1,3,1,1,3,5
1,1.00,การจัดการ,บริหารธุรกิจ,4,1,21,3,2,3.56,1,,2,1,,80000,1,9000,1,2,5,4,0,1,0,0,0,0,0,0,-1,999,3,4,999,3,4,#NULL!,1,0,1,0,0,0,1.0,,4,3,2,4,4,4,4,4,5,5,2,4,2,2,3,2,4,4,2,4,3,3,3,3,2,2,3,3,4,5
1,1.00,การจัดการ,การบัญชี,4,1,22,8,2,2.64,1,,2,2,,999,3,4500,1,1,5,4,4,4,3,3,3,3,3,3,3,999,4,3,999,3,4,#NULL!,1,1,0,0,0,0,2.0,เป็นที่ต้องการของสายงานต่างๆ,3,4,4,4,4,4,4,4,2,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,3,4,3,3,4,3
1,1.00,การจัดการ,บริหารธุรกิจ,3,1,21,2,1,2.61,1,,1,1,,60000,1,7500,1,2,5,4,4,3,3,2,4,5,999,3,2,999,3,3,999,3,4,#NULL!,1,1,0,0,1,0,2.0,ตรงกับสิ่งที่อยากทำในอนาคต,4,4,4,4,4,3,4,4,3,4,5,4,1,3,4,4,4,1,4,4,4,3,4,3,3,4,1,1,1,2
1,1.00,การจัดการ,โลจิสติกส์,2,1,19,2,1,3.10,2,ภูมิแพ้,1,1,,16000,2,4000,2,2,4,3,2,4,2,999,999,4,3,3,2,3,3,3,999,3,4,#NULL!,1,1,0,1,1,0,1.0,,1,3,4,4,2,1,1,2,1,4,2,3,3,1,1,1,1,1,2,1,3,3,3,4,1,1,1,1,4,1
1,1.00,การจัดการ,การบัญชี,3,1,20,8,1,2.00,1,,2,1,,999,3,5000,2,1,4,3,2,3,3,3,999,3,3,3,0,999,4,2,999,3,4,#NULL!,1,1,1,0,1,0,1.0,,3,3,4,4,4,2,4,3,3,3,3,3,2,3,3,2,3,1,3,3,4,3,4,3,2,3,1,1,2,2
1,1.00,การจัดการ,การบัญชี,4,1,21,7,1,2.97,1,,1,1,,50000,1,5000,1,1,5,5,3,3,3,3,3,4,4,3,4,3,3,2,999,3,4,#NULL!,1,1,0,0,1,0,2.0,เป็นสิ่งจำเป็นเกี่ยวกับการดำเนินธุรกิจ และเป้นพื้นฐานในการจัดการกับรายได้ในแต่ละเดือน,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4,3,3,3,4
1,1.00,การจัดการ,การจัดการการท่องเที่ยว,2,1,20,3,1,2.36,1,,2,1,,20000,1,5000,1,1,5,4,3,3,999,0,0,4,999,0,-4,999,1,2,999,3,4,#NULL!,1,1,0,1,1,0,1.0,,3,4,3,4,4,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,4,2,4,3,3,4,3,3,3,3
1,1.00,การจัดการ,การจัดการการท่องเที่ยว,2,1,19,4,1,2.09,2,ภูมิแพ้อากาศ,2,1,,30000,1,6000,1,1,5,4,3,2,999,2,999,4,999,1,1,999,2,-1,999,3,4,#NULL!,1,1,1,0,0,0,2.0,เพราะสามารถนำไปปรับใช้ในชีวิตจริงได้,3,5,5,3,3,3,5,5,2,4,3,2,2,2,5,4,2,4,5,5,5,4,4,2,2,3,2,2,2,4
1,1.00,การจัดการ,การท่องเที่ยว,2,1,20,5,1,2.10,1,,2,1,,999,3,8000,1,2,5,4,0,2,-5,-2,-2,2,2,0,-2,999,1,-1,999,3,4,#NULL!,1,1,1,0,1,0,2.0,เป็นสิ่งที่ได้ใช้ในชีวิตประจำวัน,2,4,4,3,3,3,5,4,5,5,5,4,4,3,4,3,5,2,2,5,5,5,3,3,2,4,1,1,3,4
1,1.00,การจัดการ,โลจิสติกส์และโซ่อุปทาน,2,0,19,3,1,3.30,2,หอบหืด / ภูมิแพ้,1,2,,150000,1,6000,1,2,5,3,1,3,3,3,3,2,2,3,-1,4,2,1,999,3,4,#NULL!,1,0,1,1,0,0,2.0,ตรงต่อความต้องการงานในตลาดปัจจุบัน,4,4,2,3,3,4,4,4,4,4,4,4,5,3,4,3,4,4,3,3,3,4,3,3,3,3,4,3,4,4
1,1.00,การจัดการ,บัญชี,3,1,20,3,1,2.27,2,ไมเกรน,2,1,,7500,2,2800,1,1,4,2,2,3,3,2,2,2,2,2,4,4,3,999,4,3,4,#NULL!,1,1,1,0,1,1,2.0,ทำให้เ็นคนที่มีระเบียบและตรงเวลามากขึ้น,2,3,4,4,4,2,5,4,4,3,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,4,2,2,2,5
1,1.00,การจัดการ,การจัดการอุตสาหกรรมการบริการ,3,1,21,1,1,1.96,1,,2,2,,30000,2,6000,2,2,2,4,5,0,1,3,1,2,5,2,1,999,4,4,4,3,4,#NULL!,1,1,1,0,1,0,2.0,เพราะชอบงานทางด้านนี้อยู่แล้วค่ะ,2,1,5,5,4,1,5,3,3,2,3,2,1,3,3,2,3,1,3,1,4,3,5,3,3,4,1,1,3,1
1,1.00,การจัดการ,การท่องเที่ยว,2,0,20,5,1,3.79,1,,2,1,,30000,2,4000,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,#NULL!,1,1,0,1,1,0,2.0,อาจารย์สอนดี,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1.00,การจัดการ,การจัดการท่องเที่ยว,3,1,20,1,1,3.54,1,,2,1,,50000,1,6000,1,2,4,3,3,4,4,4,4,4,4,2,2,4,4,4,4,3,4,#NULL!,1,1,0,1,0,0,1.0,,3,4,3,4,3,4,4,3,3,4,4,4,2,2,3,3,4,2,3,4,4,4,4,4,3,4,2,2,4,2
1,1.00,การจัดการ,การจัดการท่องเที่ยว,3,1,20,1,1,3.54,1,,2,1,,50000,1,6000,1,2,4,3,3,4,4,4,4,4,4,2,2,4,4,4,4,3,4,#NULL!,1,1,0,1,0,0,1.0,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,1.00,การจัดการ,การบัญชี,4,1,21,5,2,3.28,1,,2,2,,70000,1,10000,1,2,5,3,3,4,4,4,3,4,3,3,1,4,4,4,4,3,4,#NULL!,1,1,0,0,0,0,2.0,มีงานรองรับ,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,1.00,การจัดการ,บริหารธุรกิจ,4,1,21,5,1,2.53,2,ไมเกรน,2,1,,999,2,10000,2,2,4,0,4,-5,0,3,2,4,-2,-1,-5,1,4,4,4,3,4,#NULL!,1,1,0,0,0,0,0.0,,1,2,4,4,4,5,5,4,2,5,3,5,4,3,4,2,3,5,5,4,3,5,2,5,3,2,4,1,5,4
1,1.00,การจัดการ,การจัดการอุตสาหกรรมการบริการ,3,1,21,1,1,1.96,1,,2,2,,30000,2,6000,2,2,3,4,5,-1,2,3,-1,1,5,4,2,1,4,4,4,3,4,#NULL!,1,1,1,0,1,0,2.0,เพราะชอบงานทางด้านนี้อยู่แล้ว,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,1.00,การจัดการ,การท่องเที่ยว,2,0,20,5,1,2.22,1,,2,1,,999,1,8000,1,2,5,5,5,5,4,4,4,4,4,5,4,4,5,3,4,3,4,#NULL!,1,1,0,1,0,0,2.0,เพราะได้เนื้อหาสาระ,4,5,5,5,4,5,5,4,4,5,4,5,4,4,5,4,4,3,4,4,4,4,5,5,4,4,4,1,5,3
1,1.00,การจัดการ,โลจิสติกส์และโซ่อุปทาน,2,1,19,2,2,2.25,1,,1,2,,9000,2,4000,1,2,5,3,3,3,3,3,3,4,3,3,4,4,4,3,4,3,4,#NULL!,1,1,0,1,0,0,2.0,อาจมีประโยชน์ในอนาคต,4,5,4,3,3,5,5,4,3,3,3,3,3,3,4,3,5,3,5,5,3,5,4,3,3,5,3,3,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,0,19,4,1,3.25,1,,2,1,,10000,2,4500,2,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#NULL!,1,0,0,1,1,0,2.0,สนใจในด้านนี้,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,20,10,1,2.50,1,,1,1,,50000,3,5000,2,2,5,5,5,5,3,3,3,4,4,3,3,3,5,4,5,5,5,#NULL!,1,0,0,1,0,0,2.0,ชอบมากกกกก,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,5,5,5,5,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,0,19,3,1,3.25,1,,2,1,,30000,2,4000,2,2,5,4,4,4,1,3,3,5,3,5,4,4,4,3,5,5,5,#NULL!,1,0,0,0,1,0,2.0,เนื้อหาดี ตรงกับความต้องการ,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,5,1,3.59,2,ไซนัสอักเสบ ภูมิแพ้,2,1,,999,3,3000,1,2,5,4,2,3,2,3,3,4,3,3,0,999,3,3,5,5,5,#NULL!,1,0,0,0,1,1,1.0,,3,3,2,4,4,5,3,3,2,5,5,5,5,5,5,5,5,5,2,3,1,4,4,4,4,3,5,4,5,5
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,2,1,2.00,2,ภูมิแพ้,2,2,,50000,1,14000,1,2,5,5,3,-3,-5,0,-1,2,4,2,2,1,4,999,4,5,5,#NULL!,1,1,1,0,0,0,1.0,,1,2,5,4,4,3,5,4,1,3,4,2,2,3,4,2,3,1,3,1,5,3,4,5,4,5,2,1,4,1
1,2.00,นวัตกรรมสังคม,วิชาการพัฒนาระหว่างประเทศ,2,1,19,2,1,3.27,1,,2,1,,999,3,4000,1,1,5,4,3,4,3,4,5,5,5,1,0,3,5,4,4,5,5,#NULL!,1,0,0,0,0,1,2.0,เป็นสายการเรียนที่ชอบ สามารถเเสดงความคิดเห็นและแลกเปลี่ยนความคิดเห็นได้,4,5,3,3,3,3,4,5,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,3,4,4,3,3,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,0,19,5,1,3.40,1,,1,1,,999,1,6000,1,2,5,4,3,5,4,4,4,5,999,4,3,999,4,4,4,5,5,#NULL!,1,1,1,1,1,0,2.0,เป็นสำนักวิชาน้องใหม่ที่กำลังมีใจจะเติบโต ทำให้คนอื่นๆในสำนักมีไฟไปด้วย,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,2,1,2.40,1,,1,1,,999,1,5000,1,2,5,5,4,5,3,2,5,5,4,5,4,4,4,4,4,5,5,#NULL!,1,1,0,0,0,0,2.0,เป็นสิ่งที่ชอบ,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,0,23,3,1,2.60,2,ภูมิแพ้,2,2,,999,2,2000,1,2,4,5,3,3,3,0,0,4,4,4,0,3,4,4,4,5,5,#NULL!,1,0,1,0,1,0,2.0,เป็นสำนักวิชาใหม่ที่ประยุกต์ความเป็นหลายสำนักวิชามารวมกัน,3,4,2,2,2,4,4,4,4,3,4,3,4,4,4,3,3,4,5,3,2,4,3,2,4,3,4,4,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,7,1,2.65,1,,1,1,,500000,1,10000,1,1,5,5,5,4,4,4,3,4,3,5,4,4,3,4,4,5,5,#NULL!,1,1,0,1,0,0,1.0,,4,4,4,3,4,4,5,5,3,4,4,4,3,3,3,4,4,4,4,2,4,3,4,4,3,3,3,3,4,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,22,4,1,2.17,1,,2,1,,80000,1,15000,1,2,5,5,5,3,3,3,4,4,3,4,4,4,4,3,4,5,5,#NULL!,1,1,0,0,0,1,2.0,การพัฒนาระหว่างประเทศ,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,7,1,2.65,1,,1,1,,500000,1,10000,1,2,5,4,4,4,4,3,4,4,4,4,3,4,4,3,3,5,5,#NULL!,1,1,0,1,0,0,1.0,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,1,2,3.30,2,ไทรอยด์ต่ำ,2,1,,20000,2,6500,1,2,3,0,0,1,0,1,0,1,0,4,4,0,5,4,2,5,5,#NULL!,1,1,0,1,0,0,1.0,,4,2,2,3,2,3,4,4,1,4,3,4,4,3,3,4,4,5,3,3,2,4,3,5,2,3,3,3,4,3
1,2.00,นวัตกรรมสังคม,การพัระหว่างประเทศ,2,1,20,5,2,3.50,1,,2,1,,15000,2,5000,1,2,5,2,2,3,2,3,3,2,4,4,3,3,3,2,2,5,5,#NULL!,1,0,0,1,0,0,2.0,สิ่งที่ได้รับมากกว่าบทเรียนทางวิชาการ ทัศนคติที่มีต่อโลกหรือสิ่งรอบข้างเปลี่ยนไป,4,5,4,3,4,3,2,4,4,3,5,4,3,3,5,5,4,3,4,3,5,3,3,3,3,4,3,3,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,6,1,2.75,1,,1,1,,60000,1,5000,1,1,4,4,1,4,3,3,3,4,4,4,3,3,4,5,5,4,5,#NULL!,1,1,0,1,0,0,2.0,,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,5,4,4,5,4,4,3,3,4,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,21,6,1,3.15,1,,2,1,,999,1,999,2,2,5,4,3,5,4,4,4,4,4,3,4,4,2,2,4,4,5,#NULL!,1,1,0,0,0,0,2.0,ตรงกับสายงานที่อยากจะทำในอนาคต,3,5,5,5,5,5,4,4,2,4,4,3,1,3,5,1,4,1,3,2,5,4,5,5,3,4,1,1,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,999,1,2,1.97,2,"ซึมเศร้า,ไทรอยเป็นพิษ",2,1,,20000,2,0,2,2,3,3,3,2,1,0,2,4,3,1,-3,999,2,0,4,4,5,#NULL!,1,1,1,1,1,0,2.0,คิดว่าจะมีอนาคตที่ดีในสายงานนี้,3,5,4,4,4,1,3,3,2,2,5,3,3,3,5,2,2,2,5,1,3,4,4,3,3,5,2,2,1,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,22,2,1,2.70,1,,2,1,,80000,1,10000,1,2,5,4,3,3,3,3,3,5,5,4,-5,5,4,4,3,4,5,#NULL!,1,1,0,0,0,0,1.0,,2,4,4,2,4,2,4,3,2,2,4,2,2,4,4,3,3,2,3,4,4,2,4,3,4,3,3,3,3,2
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,21,9,1,3.40,2,ภูมิแพ้อากาศ,1,1,,50000,2,10000,1,2,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,5,#NULL!,1,1,1,0,1,0,2.0,ใกล้ชิดกับนักศึกษา,3,4,4,4,4,4,4,5,5,4,4,4,5,3,4,4,5,4,5,5,5,5,5,4,3,5,4,3,2,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,999,1,3.50,1,,2,2,,50000,1,6000,1,2,4,4,4,4,3,2,2,3,3,3,2,999,3,4,3,4,5,#NULL!,1,1,0,0,0,0,2.0,ได้รับรู้ มุมมองใหม่ๆที่กว้างขึ้น,4,4,4,3,4,4,4,3,5,4,4,4,4,3,3,4,5,4,4,5,3,4,4,4,3,4,4,3,4,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,20,2,1,2.18,1,,1,2,,50000,1,6000,2,1,5,3,2,3,2,2,2,2,2,4,4,1,3,3,3,4,5,#NULL!,1,1,0,0,1,0,1.0,,3,4,3,2,2,5,3,4,4,4,3,3,4,3,4,3,4,4,3,4,3,4,3,4,3,3,4,4,3,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,3,1,2.20,1,,1,2,,999,3,7000,1,2,3,2,2,2,0,0,0,1,999,3,-1,999,5,2,3,4,5,#NULL!,1,1,0,1,0,0,2.0,อาจารย์สอนดีมากค่ะ แต่พูดเร๊วเร็ว,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,4,1,3.75,1,,2,2,,18000,2,4000,1,1,5,4,3,5,2,999,0,3,999,3,0,999,0,0,999,3,5,#NULL!,1,0,0,0,1,0,2.0,มาเรียนที่สำนักวิชานี้ทำให้เรามองโลกกว้างขึ้นกว่าเมื่อก่อน นอกจากเรียนแล้วเรายังได้เข้าร่วมกิจกรรมที,5,5,3,3,3,5,4,3,4,5,3,5,5,3,5,4,5,4,3,4,4,5,4,3,3,5,4,3,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,0,20,6,1,2.60,1,,1,1,,999,3,6000,1,2,5,5,5,4,3,4,4,4,3,4,-5,999,4,4,5,3,5,#NULL!,1,1,1,0,0,0,1.0,,3,3,4,4,3,3,4,3,3,4,4,4,3,4,2,3,4,3,3,4,4,3,5,5,4,4,2,1,4,2
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,22,4,1,2.17,1,,2,1,,70000,1,15000,1,2,5,4,-2,3,-4,2,2,4,1,3,4,3,3,4,5,3,5,#NULL!,1,1,0,1,0,1,1.0,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,21,2,1,3.51,1,,2,1,,999,1,8000,1,2,5,4,3,4,-5,-4,3,3,0,0,-5,3,4,4,4,3,5,#NULL!,1,0,1,0,1,0,1.0,,2,2,1,2,2,3,5,5,2,4,2,3,5,2,2,3,5,5,4,4,4,3,3,5,1,5,5,5,4,5
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,1,19,2,1,3.50,2,ระบบต่อมน้ำเหลืองทำงานผิดปกติ,2,1,,999,3,6000,1,1,5,4,3,2,4,4,999,999,999,4,1,999,4,3,4,3,5,#NULL!,1,0,0,1,0,0,2.0,ดี,4,3,5,4,4,3,5,4,3,5,3,4,3,3,3,4,5,3,4,5,4,4,5,2,2,4,3,3,1,3
1,2.00,นวัตกรรมสังคม,พัฒนาระหว่างประเทศ,3,1,20,2,1,3.04,2,ภูมิแพ้,2,1,,100000,1,15000,1,2,5,2,0,2,1,1,1,3,2,4,4,1,2,1,4,3,5,#NULL!,1,0,0,1,0,0,1.0,,4,5,4,2,4,4,5,5,5,5,5,5,2,2,4,2,3,2,4,4,5,4,5,2,3,5,2,2,4,1
1,2.00,นวัตกรรมสังคม,นวัตกรรมสังคม,2,0,19,3,1,3.20,1,,1,3,,20000,2,6000,2,2,3,4,1,3,4,2,2,4,3,3,3,3,3,3,3,3,5,#NULL!,1,1,0,0,1,0,2.0,เป็นสายที่น่าสนใจอยู่แล้ว แต่ค่อข้างยากนิดนึง,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,2,0,20,3,2,3.50,1,,1,2,,999,3,6000,1,2,3,4,3,-2,-2,-2,-1,-1,1,-2,-5,1,1,1,3,3,5,#NULL!,1,1,0,1,0,0,2.0,เรียนยากไปหน่อยแต่ถ้ามีเพื่อนดีอาจารดีทุกอย่างก็จะผ่านไปได้ด้วยดี,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,5,3
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,21,4,1,3.10,2,ภูมิแพ้และหอบหืด,2,1,,70000,3,10000,1,2,5,4,2,2,1,4,4,4,3,3,2,4,3,3,2,3,5,#NULL!,1,1,0,1,0,0,1.0,,3,3,5,4,4,4,3,3,2,4,3,3,3,3,3,4,3,3,4,3,5,4,5,3,3,3,3,3,3,4
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,2,1,2.56,1,,1,1,,18000,2,4000,2,2,5,3,2,3,3,3,3,3,3,-1,1,999,3,-3,1,3,5,#NULL!,1,1,1,1,1,0,1.0,,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,4,1,21,4,1,3.90,1,,2,2,,999,3,5000,2,2,5,3,2,2,4,3,2,4,4,4,5,4,4,2,4,-2,5,#NULL!,1,0,0,0,1,0,1.0,,3,5,4,3,4,5,5,5,1,5,5,5,5,2,5,5,2,5,5,4,4,5,4,5,3,5,5,3,5,5
1,2.00,นวัตกรรมสังคม,การพัฒนาระหว่างประเทศ,3,1,20,2,1,2.86,1,,2,1,,35000,1,10000,1,2,5,4,2,3,3,999,999,4,4,4,3,4,3,2,5,2,5,#NULL!,1,1,0,1,1,0,2.0,ได้เปลี่ยนแปลงทัศนคติในชีวิต,3,3,3,3,3,2,4,3,3,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,4
